Date,Centre_Name,Commodity_Name,Price
2007-06-12,Shillong,Tomato,8.99
2007-07-12,Shimla,Tomato,9.0
2007-07-12,Ludhiana,Tomato,9.01
2007-07-12,Lucknow,Tomato,9.02
2007-07-12,Ahmedabad,Tomato,9.03
2007-07-12,Mumbai,Tomato,9.04
2007-07-12,Jaipur,Tomato,9.05
2007-07-12,Shillong,Tomato,9.05
2007-10-12,Shimla,Tomato,9.06
2007-10-12,Ludhiana,Tomato,9.07
2007-10-12,Lucknow,Tomato,9.08
2007-10-12,Ahmedabad,Tomato,9.09
2007-10-12,Mumbai,Tomato,9.1
2007-10-12,Jaipur,Tomato,9.11
2007-10-12,Shillong,Tomato,9.12
2007-11-12,Shimla,Tomato,9.13
2007-11-12,Ludhiana,Tomato,9.14
2007-11-12,Lucknow,Tomato,9.14
2007-11-12,Ahmedabad,Tomato,9.15
2007-11-12,Mumbai,Tomato,9.16
2007-11-12,Jaipur,Tomato,9.17
2007-11-12,Shillong,Tomato,9.18
2007-12-12,Shimla,Tomato,9.19
2007-12-12,Ludhiana,Tomato,9.2
2007-12-12,Lucknow,Tomato,9.21
2007-12-12,Ahmedabad,Tomato,9.22
2007-12-12,Mumbai,Tomato,9.23
2007-12-12,Jaipur,Tomato,9.23
2007-12-12,Shillong,Tomato,9.24
2007-12-13,Shimla,Tomato,9.25
2007-12-13,Ludhiana,Tomato,9.26
2007-12-13,Lucknow,Tomato,9.27
2007-12-13,Ahmedabad,Tomato,9.28
2007-12-13,Mumbai,Tomato,9.29
2007-12-13,Jaipur,Tomato,9.3
2007-12-13,Shillong,Tomato,9.31
2007-12-14,Shimla,Tomato,9.32
2007-12-14,Ludhiana,Tomato,9.32
2007-12-14,Lucknow,Tomato,9.33
2007-12-14,Ahmedabad,Tomato,9.34
2007-12-14,Mumbai,Tomato,9.35
2007-12-14,Jaipur,Tomato,9.36
2007-12-14,Shillong,Tomato,9.37
2007-12-17,Shimla,Tomato,9.38
2007-12-17,Ludhiana,Tomato,9.39
2007-12-17,Lucknow,Tomato,9.4
2007-12-17,Ahmedabad,Tomato,9.41
2007-12-17,Mumbai,Tomato,9.41
2007-12-17,Jaipur,Tomato,9.42
2007-12-17,Shillong,Tomato,9.43
2007-12-18,Shimla,Tomato,9.44
2007-12-18,Ludhiana,Tomato,9.45
2007-12-18,Lucknow,Tomato,9.46
2007-12-18,Ahmedabad,Tomato,9.47
2007-12-18,Mumbai,Tomato,9.48
2007-12-18,Jaipur,Tomato,9.49
2007-12-18,Shillong,Tomato,9.5
2007-12-19,Shimla,Tomato,9.5
2007-12-19,Ludhiana,Tomato,9.51
2007-12-19,Lucknow,Tomato,9.52
2007-12-19,Ahmedabad,Tomato,9.53
2007-12-19,Mumbai,Tomato,9.54
2007-12-19,Jaipur,Tomato,9.55
2007-12-19,Shillong,Tomato,9.56
2007-12-20,Shimla,Tomato,9.57
2007-12-20,Ludhiana,Tomato,9.58
2007-12-20,Lucknow,Tomato,9.59
2007-12-20,Ahmedabad,Tomato,9.59
2007-12-20,Mumbai,Tomato,9.6
2007-12-20,Jaipur,Tomato,9.61
2007-12-20,Shillong,Tomato,9.62
2007-12-24,Shimla,Tomato,9.63
2007-12-24,Ludhiana,Tomato,9.64
2007-12-24,Lucknow,Tomato,9.65
2007-12-24,Ahmedabad,Tomato,9.66
2007-12-24,Mumbai,Tomato,9.67
2007-12-24,Jaipur,Tomato,9.68
2007-12-24,Shillong,Tomato,9.68
2007-12-26,Shimla,Tomato,9.69
2007-12-26,Ludhiana,Tomato,9.7
2007-12-26,Lucknow,Tomato,9.71
2007-12-26,Ahmedabad,Tomato,9.72
2007-12-26,Mumbai,Tomato,9.73
2007-12-26,Jaipur,Tomato,9.74
2007-12-26,Shillong,Tomato,9.75
2007-12-27,Shimla,Tomato,9.76
2007-12-27,Ludhiana,Tomato,9.77
2007-12-27,Lucknow,Tomato,9.77
2007-12-27,Ahmedabad,Tomato,9.78
2007-12-27,Mumbai,Tomato,9.79
2007-12-27,Jaipur,Tomato,9.8
2007-12-27,Shillong,Tomato,9.81
2007-12-28,Shimla,Tomato,9.82
2007-12-28,Ludhiana,Tomato,9.83
2007-12-28,Lucknow,Tomato,9.84
2007-12-28,Ahmedabad,Tomato,9.85
2007-12-28,Mumbai,Tomato,9.86
2007-12-28,Jaipur,Tomato,9.86
2007-12-28,Shillong,Tomato,9.87
2007-12-31,Shimla,Tomato,9.88
2007-12-31,Ludhiana,Tomato,9.89
2007-12-31,Lucknow,Tomato,9.9
2007-12-31,Ahmedabad,Tomato,9.91
2007-12-31,Mumbai,Tomato,9.92
2007-12-31,Jaipur,Tomato,9.93
2007-12-31,Shillong,Tomato,9.94
2008-01-01,Shimla,Tomato,9.95
2008-01-01,Ludhiana,Tomato,9.95
2008-01-01,Lucknow,Tomato,9.96
2008-01-01,Ahmedabad,Tomato,9.97
2008-01-01,Mumbai,Tomato,9.98
2008-01-01,Jaipur,Tomato,9.99
2008-01-01,Shillong,Tomato,10.0
2008-02-01,Shimla,Tomato,10.01
2008-02-01,Ludhiana,Tomato,10.02
2008-02-01,Lucknow,Tomato,10.03
2008-02-01,Ahmedabad,Tomato,10.04
2008-02-01,Mumbai,Tomato,10.05
2008-02-01,Jaipur,Tomato,10.05
2008-02-01,Shillong,Tomato,10.06
2008-03-01,Shimla,Tomato,10.07
2008-03-01,Ludhiana,Tomato,10.08
2008-03-01,Lucknow,Tomato,10.09
2008-03-01,Ahmedabad,Tomato,10.1
2008-03-01,Mumbai,Tomato,10.11
2008-03-01,Jaipur,Tomato,10.12
2008-03-01,Shillong,Tomato,10.13
2008-04-01,Shimla,Tomato,10.14
2008-04-01,Ludhiana,Tomato,10.14
2008-04-01,Lucknow,Tomato,10.15
2008-04-01,Ahmedabad,Tomato,10.16
2008-04-01,Mumbai,Tomato,10.17
2008-04-01,Jaipur,Tomato,10.18
2008-04-01,Shillong,Tomato,10.19
2008-07-01,Shimla,Tomato,10.2
2008-07-01,Lucknow,Tomato,10.21
2008-07-01,Ahmedabad,Tomato,10.22
2008-07-01,Mumbai,Tomato,10.23
2008-07-01,Jaipur,Tomato,10.23
2008-07-01,Shillong,Tomato,10.24
2008-08-01,Shimla,Tomato,10.25
2008-08-01,Ludhiana,Tomato,10.26
2008-08-01,Lucknow,Tomato,10.27
2008-08-01,Ahmedabad,Tomato,10.28
2008-08-01,Mumbai,Tomato,10.29
2008-08-01,Jaipur,Tomato,10.3
2008-08-01,Shillong,Tomato,10.31
2008-09-01,Shimla,Tomato,10.32
2008-09-01,Ludhiana,Tomato,10.32
2008-09-01,Lucknow,Tomato,10.33
2008-09-01,Ahmedabad,Tomato,10.34
2008-09-01,Mumbai,Tomato,10.35
2008-09-01,Jaipur,Tomato,10.36
2008-09-01,Shillong,Tomato,10.37
2008-10-01,Shimla,Tomato,10.38
2008-10-01,Ludhiana,Tomato,10.39
2008-10-01,Lucknow,Tomato,10.4
2008-10-01,Ahmedabad,Tomato,10.41
2008-10-01,Mumbai,Tomato,10.41
2008-10-01,Jaipur,Tomato,10.42
2008-10-01,Shillong,Tomato,10.43
2008-11-01,Shimla,Tomato,10.44
2008-11-01,Ludhiana,Tomato,10.45
2008-11-01,Lucknow,Tomato,10.46
2008-11-01,Ahmedabad,Tomato,10.47
2008-11-01,Mumbai,Tomato,10.48
2008-11-01,Jaipur,Tomato,10.49
2008-11-01,Shillong,Tomato,10.5
2008-01-14,Shimla,Tomato,10.5
2008-01-14,Ludhiana,Tomato,10.51
2008-01-14,Lucknow,Tomato,10.52
2008-01-14,Ahmedabad,Tomato,10.53
2008-01-14,Mumbai,Tomato,10.54
2008-01-14,Jaipur,Tomato,10.55
2008-01-14,Shillong,Tomato,10.56
2008-01-15,Shimla,Tomato,10.57
2008-01-15,Lucknow,Tomato,10.58
2008-01-15,Ahmedabad,Tomato,10.59
2008-01-15,Mumbai,Tomato,10.59
2008-01-15,Jaipur,Tomato,10.6
2008-01-15,Shillong,Tomato,10.61
2008-01-16,Shimla,Tomato,10.62
2008-01-16,Ludhiana,Tomato,10.63
2008-01-16,Lucknow,Tomato,10.64
2008-01-16,Ahmedabad,Tomato,10.65
2008-01-16,Mumbai,Tomato,10.66
2008-01-16,Jaipur,Tomato,10.67
2008-01-16,Shillong,Tomato,10.68
2008-01-17,Shimla,Tomato,10.68
2008-01-17,Ludhiana,Tomato,10.69
2008-01-17,Lucknow,Tomato,10.7
2008-01-17,Ahmedabad,Tomato,10.71
2008-01-17,Mumbai,Tomato,10.72
2008-01-17,Jaipur,Tomato,10.73
2008-01-17,Shillong,Tomato,10.74
2008-01-18,Shimla,Tomato,10.75
2008-01-18,Ludhiana,Tomato,10.76
2008-01-18,Lucknow,Tomato,10.77
2008-01-18,Ahmedabad,Tomato,10.77
2008-01-18,Mumbai,Tomato,10.78
2008-01-18,Jaipur,Tomato,10.79
2008-01-18,Shillong,Tomato,10.8
2008-01-21,Shimla,Tomato,10.81
2008-01-21,Ludhiana,Tomato,10.82
2008-01-21,Lucknow,Tomato,10.83
2008-01-21,Ahmedabad,Tomato,10.84
2008-01-21,Mumbai,Tomato,10.85
2008-01-21,Jaipur,Tomato,10.86
2008-01-21,Shillong,Tomato,10.86
2008-01-22,Shimla,Tomato,10.87
2008-01-22,Ludhiana,Tomato,10.88
2008-01-22,Lucknow,Tomato,10.89
2008-01-22,Ahmedabad,Tomato,10.9
2008-01-22,Mumbai,Tomato,10.91
2008-01-22,Jaipur,Tomato,10.92
2008-01-22,Shillong,Tomato,10.93
2008-01-23,Shimla,Tomato,10.94
2008-01-23,Ludhiana,Tomato,10.95
2008-01-23,Lucknow,Tomato,10.95
2008-01-23,Ahmedabad,Tomato,10.96
2008-01-23,Mumbai,Tomato,10.97
2008-01-23,Jaipur,Tomato,10.98
2008-01-23,Shillong,Tomato,10.99
2008-01-24,Shimla,Tomato,11.0
2008-01-24,Ludhiana,Tomato,11.01
2008-01-24,Lucknow,Tomato,11.02
2008-01-24,Ahmedabad,Tomato,11.03
2008-01-24,Mumbai,Tomato,11.04
2008-01-24,Jaipur,Tomato,11.05
2008-01-24,Shillong,Tomato,11.05
2008-01-25,Shimla,Tomato,11.06
2008-01-25,Ludhiana,Tomato,11.07
2008-01-25,Lucknow,Tomato,11.08
2008-01-25,Ahmedabad,Tomato,11.09
2008-01-25,Mumbai,Tomato,11.1
2008-01-25,Jaipur,Tomato,11.11
2008-01-25,Shillong,Tomato,11.12
2008-01-28,Shimla,Tomato,11.13
2008-01-28,Ludhiana,Tomato,11.14
2008-01-28,Lucknow,Tomato,11.14
2008-01-28,Ahmedabad,Tomato,11.15
2008-01-28,Mumbai,Tomato,11.16
2008-01-28,Jaipur,Tomato,11.17
2008-01-28,Shillong,Tomato,11.18
2008-01-29,Shimla,Tomato,11.19
2008-01-29,Ludhiana,Tomato,11.2
2008-01-29,Lucknow,Tomato,11.21
2008-01-29,Ahmedabad,Tomato,11.22
2008-01-29,Mumbai,Tomato,11.23
2008-01-29,Jaipur,Tomato,11.23
2008-01-29,Shillong,Tomato,11.24
2008-01-30,Shimla,Tomato,11.25
2008-01-30,Ludhiana,Tomato,11.26
2008-01-30,Lucknow,Tomato,11.27
2008-01-30,Ahmedabad,Tomato,11.28
2008-01-30,Mumbai,Tomato,11.29
2008-01-30,Jaipur,Tomato,11.3
2008-01-30,Shillong,Tomato,11.31
2008-01-31,Shimla,Tomato,11.32
2008-01-31,Ludhiana,Tomato,11.32
2008-01-31,Lucknow,Tomato,11.33
2008-01-31,Ahmedabad,Tomato,11.34
2008-01-31,Mumbai,Tomato,11.35
2008-01-31,Jaipur,Tomato,11.36
2008-01-31,Shillong,Tomato,11.37
2008-01-02,Shimla,Tomato,11.38
2008-01-02,Ludhiana,Tomato,11.39
2008-01-02,Lucknow,Tomato,11.4
2008-01-02,Ahmedabad,Tomato,11.41
2008-01-02,Mumbai,Tomato,11.41
2008-01-02,Jaipur,Tomato,11.42
2008-01-02,Shillong,Tomato,11.43
2008-04-02,Shimla,Tomato,11.44
2008-04-02,Ludhiana,Tomato,11.45
2008-04-02,Lucknow,Tomato,11.46
2008-04-02,Ahmedabad,Tomato,11.47
2008-04-02,Mumbai,Tomato,11.48
2008-04-02,Jaipur,Tomato,11.49
2008-04-02,Shillong,Tomato,11.5
2008-05-02,Shimla,Tomato,11.5
2008-05-02,Ludhiana,Tomato,11.51
2008-05-02,Lucknow,Tomato,11.52
2008-05-02,Ahmedabad,Tomato,11.53
2008-05-02,Mumbai,Tomato,11.54
2008-05-02,Jaipur,Tomato,11.55
2008-05-02,Shillong,Tomato,11.56
2008-06-02,Shimla,Tomato,11.57
2008-06-02,Ludhiana,Tomato,11.58
2008-06-02,Lucknow,Tomato,11.59
2008-06-02,Ahmedabad,Tomato,11.59
2008-06-02,Mumbai,Tomato,11.6
2008-06-02,Jaipur,Tomato,11.61
2008-06-02,Shillong,Tomato,11.62
2008-07-02,Shimla,Tomato,11.63
2008-07-02,Ludhiana,Tomato,11.64
2008-07-02,Lucknow,Tomato,11.65
2008-07-02,Ahmedabad,Tomato,11.66
2008-07-02,Mumbai,Tomato,11.67
2008-07-02,Jaipur,Tomato,11.68
2008-07-02,Shillong,Tomato,11.68
2008-08-02,Shimla,Tomato,11.69
2008-08-02,Ludhiana,Tomato,11.7
2008-08-02,Lucknow,Tomato,11.71
2008-08-02,Ahmedabad,Tomato,11.72
2008-08-02,Mumbai,Tomato,11.73
2008-08-02,Jaipur,Tomato,11.74
2008-08-02,Shillong,Tomato,11.75
2008-11-02,Shimla,Tomato,11.76
2008-11-02,Ludhiana,Tomato,11.77
2008-11-02,Lucknow,Tomato,11.77
2008-11-02,Ahmedabad,Tomato,11.78
2008-11-02,Mumbai,Tomato,11.79
2008-11-02,Jaipur,Tomato,11.8
2008-11-02,Shillong,Tomato,11.81
2008-12-02,Shimla,Tomato,11.82
2008-12-02,Ludhiana,Tomato,11.83
2008-12-02,Lucknow,Tomato,11.84
2008-12-02,Ahmedabad,Tomato,11.85
2008-12-02,Mumbai,Tomato,11.86
2008-12-02,Jaipur,Tomato,11.86
2008-12-02,Shillong,Tomato,11.87
2008-02-13,Shimla,Tomato,11.88
2008-02-13,Ludhiana,Tomato,11.89
2008-02-13,Lucknow,Tomato,11.9
2008-02-13,Ahmedabad,Tomato,11.91
2008-02-13,Mumbai,Tomato,11.92
2008-02-13,Jaipur,Tomato,11.93
2008-02-13,Shillong,Tomato,11.94
2008-02-14,Shimla,Tomato,11.95
2008-02-14,Ludhiana,Tomato,11.95
2008-02-14,Lucknow,Tomato,11.96
2008-02-14,Ahmedabad,Tomato,11.97
2008-02-14,Mumbai,Tomato,11.98
2008-02-14,Jaipur,Tomato,11.99
2008-02-14,Shillong,Tomato,12.0
2008-02-15,Shimla,Tomato,12.01
2008-02-15,Ludhiana,Tomato,12.02
2008-02-15,Lucknow,Tomato,12.03
2008-02-15,Ahmedabad,Tomato,12.04
2008-02-15,Mumbai,Tomato,12.05
2008-02-15,Jaipur,Tomato,12.05
2008-02-15,Shillong,Tomato,12.06
2008-02-18,Shimla,Tomato,12.07
2008-02-18,Ludhiana,Tomato,12.08
2008-02-18,Lucknow,Tomato,12.09
2008-02-18,Ahmedabad,Tomato,12.1
2008-02-18,Mumbai,Tomato,12.11
2008-02-18,Jaipur,Tomato,12.12
2008-02-18,Shillong,Tomato,12.13
2008-02-19,Shimla,Tomato,12.14
2008-02-19,Ludhiana,Tomato,12.14
2008-02-19,Lucknow,Tomato,12.15
2008-02-19,Ahmedabad,Tomato,12.16
2008-02-19,Mumbai,Tomato,12.17
2008-02-19,Jaipur,Tomato,12.18
2008-02-19,Shillong,Tomato,12.19
2008-02-20,Shimla,Tomato,12.2
2008-02-20,Ludhiana,Tomato,12.21
2008-02-20,Lucknow,Tomato,12.22
2008-02-20,Ahmedabad,Tomato,12.23
2008-02-20,Mumbai,Tomato,12.23
2008-02-20,Jaipur,Tomato,12.24
2008-02-20,Shillong,Tomato,12.25
2008-02-21,Shimla,Tomato,12.26
2008-02-21,Ludhiana,Tomato,12.27
2008-02-21,Lucknow,Tomato,12.28
2008-02-21,Ahmedabad,Tomato,12.29
2008-02-21,Mumbai,Tomato,12.3
2008-02-21,Jaipur,Tomato,12.31
2008-02-21,Shillong,Tomato,12.32
2008-02-22,Shimla,Tomato,12.32
2008-02-22,Ludhiana,Tomato,12.33
2008-02-22,Lucknow,Tomato,12.34
2008-02-22,Ahmedabad,Tomato,12.35
2008-02-22,Mumbai,Tomato,12.36
2008-02-22,Jaipur,Tomato,12.37
2008-02-22,Shillong,Tomato,12.38
2008-02-25,Shimla,Tomato,12.39
2008-02-25,Ludhiana,Tomato,12.4
2008-02-25,Lucknow,Tomato,12.41
2008-02-25,Ahmedabad,Tomato,12.41
2008-02-25,Mumbai,Tomato,12.42
2008-02-25,Jaipur,Tomato,12.43
2008-02-25,Shillong,Tomato,12.44
2008-02-26,Shimla,Tomato,12.45
2008-02-26,Ludhiana,Tomato,12.46
2008-02-26,Lucknow,Tomato,12.47
2008-02-26,Ahmedabad,Tomato,12.48
2008-02-26,Mumbai,Tomato,12.49
2008-02-26,Jaipur,Tomato,12.5
2008-02-26,Shillong,Tomato,12.5
2008-02-27,Shimla,Tomato,12.51
2008-02-27,Ludhiana,Tomato,12.52
2008-02-27,Lucknow,Tomato,12.53
2008-02-27,Ahmedabad,Tomato,12.54
2008-02-27,Mumbai,Tomato,12.55
2008-02-27,Jaipur,Tomato,12.56
2008-02-27,Shillong,Tomato,12.57
2008-02-28,Shimla,Tomato,12.58
2008-02-28,Ludhiana,Tomato,12.59
2008-02-28,Lucknow,Tomato,12.59
2008-02-28,Ahmedabad,Tomato,12.6
2008-02-28,Mumbai,Tomato,12.61
2008-02-28,Jaipur,Tomato,12.62
2008-02-28,Shillong,Tomato,12.63
2008-02-29,Shimla,Tomato,12.64
2008-02-29,Ludhiana,Tomato,12.65
2008-02-29,Lucknow,Tomato,12.66
2008-02-29,Ahmedabad,Tomato,12.67
2008-02-29,Mumbai,Tomato,12.68
2008-02-29,Jaipur,Tomato,12.68
2008-02-29,Shillong,Tomato,12.69
2008-03-03,Shimla,Tomato,12.7
2008-03-03,Ludhiana,Tomato,12.71
2008-03-03,Lucknow,Tomato,12.72
2008-03-03,Ahmedabad,Tomato,12.73
2008-03-03,Mumbai,Tomato,12.74
2008-03-03,Jaipur,Tomato,12.75
2008-03-03,Shillong,Tomato,12.76
2008-04-03,Shimla,Tomato,12.77
2008-04-03,Ludhiana,Tomato,12.77
2008-04-03,Lucknow,Tomato,12.78
2008-04-03,Ahmedabad,Tomato,12.79
2008-04-03,Mumbai,Tomato,12.8
2008-04-03,Jaipur,Tomato,12.81
2008-04-03,Shillong,Tomato,12.82
2008-05-03,Shimla,Tomato,12.83
2008-05-03,Ludhiana,Tomato,12.84
2008-05-03,Lucknow,Tomato,12.85
2008-05-03,Ahmedabad,Tomato,12.86
2008-05-03,Mumbai,Tomato,12.86
2008-05-03,Jaipur,Tomato,12.87
2008-05-03,Shillong,Tomato,12.88
2008-07-03,Shimla,Tomato,12.89
2008-07-03,Ludhiana,Tomato,12.9
2008-07-03,Lucknow,Tomato,12.91
2008-07-03,Ahmedabad,Tomato,12.92
2008-07-03,Mumbai,Tomato,12.93
2008-07-03,Jaipur,Tomato,12.94
2008-07-03,Shillong,Tomato,12.95
2008-10-03,Shimla,Tomato,12.95
2008-10-03,Ludhiana,Tomato,12.96
2008-10-03,Lucknow,Tomato,12.97
2008-10-03,Ahmedabad,Tomato,12.98
2008-10-03,Mumbai,Tomato,12.99
2008-10-03,Jaipur,Tomato,13.0
2008-10-03,Shillong,Tomato,13.01
2008-11-03,Shimla,Tomato,13.02
2008-11-03,Ludhiana,Tomato,13.03
2008-11-03,Lucknow,Tomato,13.04
2008-11-03,Ahmedabad,Tomato,13.05
2008-11-03,Mumbai,Tomato,13.05
2008-11-03,Jaipur,Tomato,13.06
2008-11-03,Shillong,Tomato,13.07
2008-12-03,Shimla,Tomato,13.08
2008-12-03,Ludhiana,Tomato,13.09
2008-12-03,Lucknow,Tomato,13.1
2008-12-03,Ahmedabad,Tomato,13.11
2008-12-03,Mumbai,Tomato,13.12
2008-12-03,Jaipur,Tomato,13.13
2008-12-03,Shillong,Tomato,13.14
2008-03-13,Shimla,Tomato,13.14
2008-03-13,Ludhiana,Tomato,13.15
2008-03-13,Lucknow,Tomato,13.16
2008-03-13,Ahmedabad,Tomato,13.17
2008-03-13,Mumbai,Tomato,13.18
2008-03-13,Jaipur,Tomato,13.19
2008-03-13,Shillong,Tomato,13.2
2008-03-14,Shimla,Tomato,13.21
2008-03-14,Ludhiana,Tomato,13.22
2008-03-14,Lucknow,Tomato,13.23
2008-03-14,Ahmedabad,Tomato,13.23
2008-03-14,Mumbai,Tomato,13.24
2008-03-14,Jaipur,Tomato,13.25
2008-03-14,Shillong,Tomato,13.26
2008-03-17,Shimla,Tomato,13.27
2008-03-17,Ludhiana,Tomato,13.28
2008-03-17,Lucknow,Tomato,13.29
2008-03-17,Ahmedabad,Tomato,13.3
2008-03-17,Mumbai,Tomato,13.31
2008-03-17,Jaipur,Tomato,13.32
2008-03-17,Shillong,Tomato,13.32
2008-03-18,Shimla,Tomato,13.33
2008-03-18,Ludhiana,Tomato,13.34
2008-03-18,Lucknow,Tomato,13.35
2008-03-18,Ahmedabad,Tomato,13.36
2008-03-18,Mumbai,Tomato,13.37
2008-03-18,Jaipur,Tomato,13.38
2008-03-18,Shillong,Tomato,13.39
2008-03-19,Shimla,Tomato,13.4
2008-03-19,Ludhiana,Tomato,13.41
2008-03-19,Lucknow,Tomato,13.41
2008-03-19,Ahmedabad,Tomato,13.42
2008-03-19,Mumbai,Tomato,13.43
2008-03-19,Jaipur,Tomato,13.44
2008-03-19,Shillong,Tomato,13.45
2008-03-20,Shimla,Tomato,13.46
2008-03-20,Ludhiana,Tomato,13.47
2008-03-20,Lucknow,Tomato,13.48
2008-03-20,Ahmedabad,Tomato,13.49
2008-03-20,Mumbai,Tomato,13.5
2008-03-20,Jaipur,Tomato,13.5
2008-03-20,Shillong,Tomato,13.51
2008-03-24,Shimla,Tomato,13.52
2008-03-24,Ludhiana,Tomato,13.53
2008-03-24,Lucknow,Tomato,13.54
2008-03-24,Ahmedabad,Tomato,13.55
2008-03-24,Mumbai,Tomato,13.56
2008-03-24,Jaipur,Tomato,13.57
2008-03-24,Shillong,Tomato,13.58
2008-03-25,Shimla,Tomato,13.59
2008-03-25,Ludhiana,Tomato,13.59
2008-03-25,Lucknow,Tomato,13.6
2008-03-25,Ahmedabad,Tomato,13.61
2008-03-25,Mumbai,Tomato,13.62
2008-03-25,Jaipur,Tomato,13.63
2008-03-25,Shillong,Tomato,13.64
2008-03-26,Shimla,Tomato,13.65
2008-03-26,Ludhiana,Tomato,13.66
2008-03-26,Lucknow,Tomato,13.67
